uri	record-title	dates	deathdate	birthdate	first-names	surname	entity type
https://archives.cjh.org/agents/corporate_entities/39712	First Warshauer I.M. Baumgold Lodge 338, Order Brith Sholom 						Organization
https://archives.cjh.org/agents/corporate_entities/39470	First Washkoutz Bucowinaer Sick and Benevolent Society 						Organization
https://archives.cjh.org/agents/corporate_entities/39800	First Wasilkover Brotherly Aid Society (N.Y.) 						Organization
https://archives.cjh.org/agents/corporate_entities/38471	First Wengrower Benevolent Society 						Organization
https://archives.cjh.org/agents/corporate_entities/39840	First Wielkie Oczer Sick and Benevolent Society (N.Y.) 						Organization
https://archives.cjh.org/agents/corporate_entities/39266	First Wiznitz Bukawinaer Ladies Society 						Organization
https://archives.cjh.org/agents/corporate_entities/39240	First Wojnilower Sick Benevolent Society 						Organization
https://archives.cjh.org/agents/corporate_entities/39755	First Wolochisker Benevolent Association 						Organization
https://archives.cjh.org/agents/corporate_entities/38610	First Worker Benevolent Society 						Organization
https://archives.cjh.org/agents/corporate_entities/38527	First Yagotiner Relief Association, Inc 						Organization
https://archives.cjh.org/agents/corporate_entities/38459	First Yaltuskower Benevolent Society 						Organization
https://archives.cjh.org/agents/corporate_entities/39406	First Yezierna Sick and Benevolent Society 						Organization
https://archives.cjh.org/agents/corporate_entities/39851	First Zaslawer Benevolent Association (New York, N.Y.) 						Organization
https://archives.cjh.org/agents/corporate_entities/39423	First Zawichoster Young Men's Benevolent Association 						Organization
https://archives.cjh.org/agents/corporate_entities/39451	First Zbarazer Relief Society 						Organization
https://archives.cjh.org/agents/corporate_entities/39192	First Zborower Sick and Benevolent Association 						Organization
https://archives.cjh.org/agents/corporate_entities/39199	First Zdunska Wola Benevolent Society 						Organization
https://archives.cjh.org/agents/corporate_entities/39540	First Zelechover Progressive Society 						Organization
https://archives.cjh.org/agents/corporate_entities/39599	First Zinkowitzer Podolier K.U.V. (New York, N.Y.) 						Organization
https://archives.cjh.org/agents/people/111545	Fischbein, Bernhard 				 Bernhard 	Fischbein	person
https://archives.cjh.org/agents/people/72986	Fischel, Arnold, 1830-1894 	 1830-1894 	1894	 1830	 Arnold	Fischel	person
https://archives.cjh.org/agents/families/12018	Fischel  						family
https://archives.cjh.org/agents/people/54992	Fischel, Susan 				 Susan 	Fischel	person
https://archives.cjh.org/agents/people/116250	Fischel, Walter Joseph, 1902-1973  Dates: Existence: 1902 - 1973	 1902-1973  Dates: Existence: 1902 - 1973	1973	 1902	 Walter Joseph	Fischel	person
https://archives.cjh.org/agents/people/44817	Fischer, Anne, 1902-2008 	 1902-2008 	2008	 1902	 Anne	Fischer	person
https://archives.cjh.org/agents/corporate_entities/39053	Fischer Apartments (New York, N.Y.) 						Organization
https://archives.cjh.org/agents/people/90646	Fischer, Ellen 				 Ellen 	Fischer	person
https://archives.cjh.org/agents/families/1267	Fischer  						family
https://archives.cjh.org/agents/people/90647	Fischer, Hanns 				 Hanns 	Fischer	person
https://archives.cjh.org/agents/people/62206	Fischer, Johanna, 1913- 	 1913- 		 1913	 Johanna	Fischer	person
https://archives.cjh.org/agents/people/29731	Fischer, Laura, 1887-1970 	 1887-1970 	1970	 1887	 Laura	Fischer	person
https://archives.cjh.org/agents/people/122871	Fischer, Leo, 1883- 	 1883- 		 1883	 Leo	Fischer	person
https://archives.cjh.org/agents/people/75416	Fischer, Leopold 				 Leopold 	Fischer	person
https://archives.cjh.org/agents/people/117851	Fischer, Malvine, 1878-1941 	 1878-1941 	1941	 1878	 Malvine	Fischer	person
https://archives.cjh.org/agents/people/90649	Fischer, Marianne, 1929- 	 1929- 		 1929	 Marianne	Fischer	person
https://archives.cjh.org/agents/people/29733	Fischer, Max, 1883-1958 	 1883-1958 	1958	 1883	 Max	Fischer	person
https://archives.cjh.org/agents/corporate_entities/39054	Fischer Press (New York, N.Y.) 						Organization
https://archives.cjh.org/agents/people/90650	Fischer, Rudolph 				 Rudolph 	Fischer	person
https://archives.cjh.org/agents/people/117852	Fischer, Samuel, 1859-1934 	 1859-1934 	1934	 1859	 Samuel	Fischer	person
https://archives.cjh.org/agents/people/40284	Fischer, Walter 				 Walter 	Fischer	person
https://archives.cjh.org/agents/families/13200	Fischl  						family
https://archives.cjh.org/agents/families/8041	Fischleiber  						family
https://archives.cjh.org/agents/families/8040	Fischler  						family
https://archives.cjh.org/agents/people/79254	Fischler, Sigmund, 1899-1972 	 1899-1972 	1972	 1899	 Sigmund	Fischler	person
https://archives.cjh.org/agents/people/27131	Fischmann, Levi 				 Levi 	Fischmann	person
https://archives.cjh.org/agents/people/16543	Fish, Hamilton Jr 1888- 				 Hamilton Jr 1888- 	Fish	person
https://archives.cjh.org/agents/people/1904	Fishbein, Jack 				 Jack 	Fishbein	person
https://archives.cjh.org/agents/people/123644	Fishberg, Yasha, 1888-1957 	 1888-1957 	1957	 1888	 Yasha	Fishberg	person
https://archives.cjh.org/agents/people/123600	Fisher, Arthur 				 Arthur 	Fisher	person
https://archives.cjh.org/agents/people/117850	Fisher, Dorothy Canfield, 1879-1958  Dates: Existence: 1879 - 1958	 1879-1958  Dates: Existence: 1879 - 1958	1958	 1879	 Dorothy Canfield	Fisher	person
https://archives.cjh.org/agents/people/122777	Fisher, Eric 				 Eric 	Fisher	person
https://archives.cjh.org/agents/families/13549	Fisher  						family
https://archives.cjh.org/agents/people/120849	Fisher, Herman, 1878-1943 	 1878-1943 	1943	 1878	 Herman	Fisher	person
https://archives.cjh.org/agents/people/34288	Fisher, Jacob 				 Jacob 	Fisher	person
https://archives.cjh.org/agents/people/17043	Fisher, Jennie Marcus 				 Jennie Marcus 	Fisher	person
https://archives.cjh.org/agents/people/120847	Fisher, Luba, 1908- 	 1908- 		 1908	 Luba	Fisher	person
https://archives.cjh.org/agents/people/17044	Fisher, Max 				 Max 	Fisher	person
https://archives.cjh.org/agents/people/119907	Fisher, Max M. 				 Max M. 	Fisher	person
https://archives.cjh.org/agents/people/121052	Fishkopf, Akiva 				 Akiva 	Fishkopf	person
https://archives.cjh.org/agents/people/122544	Fishman, Aaron 				 Aaron 	Fishman	person
https://archives.cjh.org/agents/people/121354	Fishman, Dovid 				 Dovid 	Fishman	person
https://archives.cjh.org/agents/people/104188	Fishman, Jacob 				 Jacob 	Fishman	person
https://archives.cjh.org/agents/people/123865	Fishman, Joshua A. (1926-07-18-2015-03-01)  Dates: Existence: 1926-07-18 - 2015-03-01				 Joshua A. (1926-07-18-2015-03-01)  Dates: Existence: 1926-07-18 - 2015-03-01	Fishman	person
https://archives.cjh.org/agents/people/120846	Fishman, Mendel 				 Mendel 	Fishman	person
https://archives.cjh.org/agents/people/120845	Fishman, Moshe 				 Moshe 	Fishman	person
https://archives.cjh.org/agents/people/121053	Fishzohn, Alṭer, 1843-1922  Dates: Existence: 1843 - 1922	 1843-1922  Dates: Existence: 1843 - 1922	1922	 1843	 Alṭer	Fishzohn	person
https://archives.cjh.org/agents/people/120844	Fishzon, Misza, 1883-1949 	 1883-1949 	1949	 1883	 Misza	Fishzon	person
https://archives.cjh.org/agents/people/101929	Fiss, Emil 				 Emil 	Fiss	person
https://archives.cjh.org/agents/families/11268	Fiss  						family
https://archives.cjh.org/agents/people/101930	Fiss, Gertrude 				 Gertrude 	Fiss	person
https://archives.cjh.org/agents/people/101927	Fiss, Harry 				 Harry 	Fiss	person
https://archives.cjh.org/agents/people/120843	Fiszer, Jakob, 1899- 	 1899- 		 1899	 Jakob	Fiszer	person
https://archives.cjh.org/agents/people/124096	Fitch, Clarke 				 Clarke 	Fitch	person
https://archives.cjh.org/agents/people/110813	Fitger, Arthur, 1840-1909 	 1840-1909 	1909	 1840	 Arthur	Fitger	person
https://archives.cjh.org/agents/people/118467	FitzSimons, Thomas, 1741-1811 	 1741-1811 	1811	 1741	 Thomas	FitzSimons	person
https://archives.cjh.org/agents/corporate_entities/38519	Five Boros Benevolent Association 						Organization
https://archives.cjh.org/agents/families/13550	Flack  						family
https://archives.cjh.org/agents/people/69073	Flack, Marianne L., 1933- 	 1933- 		 1933	 Marianne L.	Flack	person
https://archives.cjh.org/agents/people/121495	Flade, Roland 				 Roland 	Flade	person
https://archives.cjh.org/agents/people/110814	Flaischlen, Cäsar, 1864-1920 	 1864-1920 	1920	 1864	 Cäsar	Flaischlen	person
https://archives.cjh.org/agents/people/121054	Flakser, Fela, 1898-1987 	 1898-1987 	1987	 1898	 Fela	Flakser	person
https://archives.cjh.org/agents/families/13107	Flanter  						family
https://archives.cjh.org/agents/people/48797	Flatau, Adelaide, 1928- 	 1928- 		 1928	 Adelaide	Flatau	person
https://archives.cjh.org/agents/families/2966	Flatau  						family
https://archives.cjh.org/agents/people/112622	Flatau, Kasimierz 				 Kasimierz 	Flatau	person
https://archives.cjh.org/agents/families/8058	Flatauer  						family
https://archives.cjh.org/agents/families/7817	Flato  						family
https://archives.cjh.org/agents/people/120842	Flaum, Hersh 				 Hersh 	Flaum	person
https://archives.cjh.org/agents/people/120841	Flaum, Sarah, 1890-1958 	 1890-1958 	1958	 1890	 Sarah	Flaum	person
https://archives.cjh.org/agents/people/120840	Flaum, Yehudis, 1911- 	 1911- 		 1911	 Yehudis	Flaum	person
https://archives.cjh.org/agents/families/13551	Fleck  						family
https://archives.cjh.org/agents/people/114328	Fleck, Herta 				 Herta 	Fleck	person
https://archives.cjh.org/agents/people/114329	Fleck, Walter, 1903-1990 	 1903-1990 	1990	 1903	 Walter	Fleck	person
https://archives.cjh.org/agents/families/13438	Flegenheimer  						family
https://archives.cjh.org/agents/people/8326	Fleischauer, Marcus, approximately 1804- 	 approximately 1804- 		 approximately 1804	 Marcus	Fleischauer	person
https://archives.cjh.org/agents/people/48134	Fleischer, Alexander, 1837-1914 	 1837-1914 	1914	 1837	 Alexander	Fleischer	person
https://archives.cjh.org/agents/people/99311	Fleischer, Aron, 1821-1884 	 1821-1884 	1884	 1821	 Aron	Fleischer	person
https://archives.cjh.org/agents/people/66134	Fleischer, Bernard 				 Bernard 	Fleischer	person
https://archives.cjh.org/agents/corporate_entities/25126	Fleischer Brothers Butcher Shop 						Organization
https://archives.cjh.org/agents/people/29736	Fleischer, Clara, 1893-1981 	 1893-1981 	1981	 1893	 Clara	Fleischer	person
https://archives.cjh.org/agents/families/13552	Fleischer  						family
https://archives.cjh.org/agents/people/29737	Fleischer, Kuno, 1880-1951 	 1880-1951 	1951	 1880	 Kuno	Fleischer	person
https://archives.cjh.org/agents/people/66132	Fleischer, Lilly Hammerschlag 				 Lilly Hammerschlag 	Fleischer	person
https://archives.cjh.org/agents/people/66133	Fleischer, Martin 				 Martin 	Fleischer	person
https://archives.cjh.org/agents/people/99312	Fleischer, Pauline, 1820-1879 	 1820-1879 	1879	 1820	 Pauline	Fleischer	person
https://archives.cjh.org/agents/people/38397	Fleischer, Ruben 				 Ruben 	Fleischer	person
https://archives.cjh.org/agents/people/48135	Fleischer, Willy, 1871-1939 	 1871-1939 	1939	 1871	 Willy	Fleischer	person
https://archives.cjh.org/agents/people/29740	Fleischmann, Ernst, 1899-1993 	 1899-1993 	1993	 1899	 Ernst	Fleischmann	person
https://archives.cjh.org/agents/families/10568	Fleischmann  						family
https://archives.cjh.org/agents/people/29739	Fleischmann, James 				 James 	Fleischmann	person
https://archives.cjh.org/agents/people/121496	Fleischmann, Johann 				 Johann 	Fleischmann	person
https://archives.cjh.org/agents/people/112435	Fleischmann, Josefine, 1882- 	 1882- 		 1882	 Josefine	Fleischmann	person
https://archives.cjh.org/agents/people/29742	Fleischmann, Justin, 1898-1993 	 1898-1993 	1993	 1898	 Justin	Fleischmann	person
https://archives.cjh.org/agents/people/112434	Fleischmann, Martin, 1870- 	 1870- 		 1870	 Martin	Fleischmann	person
https://archives.cjh.org/agents/people/29741	Fleischmann, Martin, 1897-1979 	 1897-1979 	1979	 1897	 Martin	Fleischmann	person
https://archives.cjh.org/agents/people/120063	Fleischmann, S. M. (Samuel M.), 1852-1921  Dates: Existence: 1852 - 1921	 1852-1921  Dates: Existence: 1852 - 1921	1921	 1852	 S. M. (Samuel M.)	Fleischmann	person
https://archives.cjh.org/agents/people/89477	Fleischmann, Simon 				 Simon 	Fleischmann	person
https://archives.cjh.org/agents/people/78936	Fleischmann, Sophie 				 Sophie 	Fleischmann	person
https://archives.cjh.org/agents/people/68798	Flersheim, Ernst, 1862-1944 	 1862-1944 	1944	 1862	 Ernst	Flersheim	person
https://archives.cjh.org/agents/people/68797	Flersheim, Gertrud 				 Gertrud 	Flersheim	person
https://archives.cjh.org/agents/people/120008	Flesch, Philipp 				 Philipp 	Flesch	person
https://archives.cjh.org/agents/people/86394	Fletcher, George P. 				 George P. 	Fletcher	person
https://archives.cjh.org/agents/people/118542	Flettner, Anton, 1885-1961 	 1885-1961 	1961	 1885	 Anton	Flettner	person
https://archives.cjh.org/agents/people/119794	Flexner, Simon, 1863-1946 	 1863-1946 	1946	 1863	 Simon	Flexner	person
https://archives.cjh.org/agents/people/62254	Fliegel, Hans, 1920- 	 1920- 		 1920	 Hans	Fliegel	person
https://archives.cjh.org/agents/people/62256	Fliegel, Ilona, 1896- 	 1896- 		 1896	 Ilona	Fliegel	person
https://archives.cjh.org/agents/people/62255	Fliegel, Julius 				 Julius 	Fliegel	person
https://archives.cjh.org/agents/families/139	Fliess  						family
https://archives.cjh.org/agents/people/80188	Floch, Hermine, 1905- 	 1905- 		 1905	 Hermine	Floch	person
https://archives.cjh.org/agents/people/118510	Floch, Joseph, 1895-1977 	 1895-1977 	1977	 1895	 Joseph	Floch	person
https://archives.cjh.org/agents/people/65428	Flock, Naomi Buchhalter 				 Naomi Buchhalter 	Flock	person
https://archives.cjh.org/agents/people/116463	Floersheim, Ernst 				 Ernst 	Floersheim	person
https://archives.cjh.org/agents/people/2996	Florance, Hannah Levy, 1806-1870 	 1806-1870 	1870	 1806	 Hannah Levy	Florance	person
https://archives.cjh.org/agents/people/2997	Florance, Washington Z., 1829-1881 	 1829-1881 	1881	 1829	 Washington Z.	Florance	person
https://archives.cjh.org/agents/corporate_entities/36238	Florence Crittenton League 						Organization
https://archives.cjh.org/agents/people/118305	Florence, William Jermyn, 1831-1891 	 1831-1891 	1891	 1831	 William Jermyn	Florence	person
https://archives.cjh.org/agents/corporate_entities/30717	Florida Union of Jewish Students. 						Organization
https://archives.cjh.org/agents/people/118313	Floyd, William, 1734-1821 	 1734-1821 	1821	 1734	 William	Floyd	person
https://archives.cjh.org/agents/people/123555	Floym, Julia 				 Julia 	Floym	person
https://archives.cjh.org/agents/corporate_entities/27947	Flushing Jewish Center (Flushing, New York, N.Y.) 						Organization
https://archives.cjh.org/agents/people/120839	Foderman, Chana, 1888-1941 	 1888-1941 	1941	 1888	 Chana	Foderman	person
https://archives.cjh.org/agents/people/117756	Foerster, Friedrich Wilhelm, 1869-1966 	 1869-1966 	1966	 1869	 Friedrich Wilhelm	Foerster	person
https://archives.cjh.org/agents/corporate_entities/37203	Föhrenwald (Displaced persons camp) 						Organization
https://archives.cjh.org/agents/corporate_entities/7723	Folk School 						Organization
https://archives.cjh.org/agents/corporate_entities/37008	Folkspartey () 						Organization
https://archives.cjh.org/agents/people/121055	Folman, Lola, 1912-1979  Dates: Existence: 1912 - 1979; Existence: 1908 - 1979	 1912-1979  Dates: Existence: 1912 - 1979; Existence: 1908 - 1979	1979	 1912	 Lola	Folman	person
https://archives.cjh.org/agents/people/120838	Fonarov, Boris, 1903- 	 1903- 		 1903	 Boris	Fonarov	person
https://archives.cjh.org/agents/people/118353	Foner, Philip Sheldon, 1910-1994  Dates: Existence: 1910 - 1994	 1910-1994  Dates: Existence: 1910 - 1994	1994	 1910	 Philip Sheldon	Foner	person
https://archives.cjh.org/agents/people/117540	Fontana, Oskar Maurus, 1889-1969 	 1889-1969 	1969	 1889	 Oskar Maurus	Fontana	person
https://archives.cjh.org/agents/corporate_entities/37864	Food for Freedom, Inc 						Organization
https://archives.cjh.org/agents/people/117519	Ford, Gerald R., 1913-2006  Dates: Existence: 1913 - 2006	 1913-2006  Dates: Existence: 1913 - 2006	2006	 1913	 Gerald R.	Ford	person
https://archives.cjh.org/agents/people/117219	Ford, Henry, 1863-1947 	 1863-1947 	1947	 1863	 Henry	Ford	person
https://archives.cjh.org/agents/corporate_entities/28982	Foreign Authors’ Syndicate 						Organization
https://archives.cjh.org/agents/corporate_entities/37838	Foreign Language Information Service (U.S.) 						Organization
https://archives.cjh.org/agents/corporate_entities/36479	Foreign Office (London, England : Building) 						Organization
https://archives.cjh.org/agents/people/117237	Forel, Auguste, 1848-1931 	 1848-1931 	1931	 1848	 Auguste	Forel	person
https://archives.cjh.org/agents/people/104091	Foreman, Lillian 				 Lillian 	Foreman	person
https://archives.cjh.org/agents/people/118641	Foreman, Percy Eugene, 1902- 	 1902- 		 1902	 Percy Eugene	Foreman	person
https://archives.cjh.org/agents/people/121056	Forlerer, Mordkhe, 1895-1943 	 1895-1943 	1943	 1895	 Mordkhe	Forlerer	person
https://archives.cjh.org/agents/people/108467	Formanek, Ruth 				 Ruth 	Formanek	person
https://archives.cjh.org/agents/corporate_entities/39867	Formations Magazine 						Organization
https://archives.cjh.org/agents/people/31600	Forst, Friederike, 1881-1957 	 1881-1957 	1957	 1881	 Friederike	Forst	person
https://archives.cjh.org/agents/people/31598	Forst, Simon, 1879-1916 	 1879-1916 	1916	 1879	 Simon	Forst	person
https://archives.cjh.org/agents/people/117783	Förster, August, 1828- 	 1828- 		 1828	 August	Förster	person
https://archives.cjh.org/agents/people/119005	Forster, Georg, 1754-1794  Dates: Existence: 1754 - 1794	 1754-1794  Dates: Existence: 1754 - 1794	1794	 1754	 Georg	Forster	person
https://archives.cjh.org/agents/people/118330	Förster, Wilhelm Julius, 1832-1921 	 1832-1921 	1921	 1832	 Wilhelm Julius	Förster	person
https://archives.cjh.org/agents/people/118886	Forsyth, John, 1780-1841  Dates: Existence: 1780 - 1841	 1780-1841  Dates: Existence: 1780 - 1841	1841	 1780	 John	Forsyth	person
https://archives.cjh.org/agents/corporate_entities/36845	Fort Ontario Emergency Refugee Shelter 						Organization
https://archives.cjh.org/agents/people/119908	Fortas, Abe  Dates: Existence: 1910 - 1982				 Abe  Dates: Existence: 1910 - 1982	Fortas	person
https://archives.cjh.org/agents/corporate_entities/39731	Forton Club Lodge 						Organization
https://archives.cjh.org/agents/corporate_entities/37836	Forward Association 						Organization
https://archives.cjh.org/agents/people/116464	Foss, Lukas, 1922-2009  Dates: Existence: 1922 - 2009	 1922-2009  Dates: Existence: 1922 - 2009	2009	 1922	 Lukas	Foss	person
https://archives.cjh.org/agents/people/120464	Fostel, Simcha  Dates: Existence: 1896 - 1943				 Simcha  Dates: Existence: 1896 - 1943	Fostel	person
https://archives.cjh.org/agents/families/13553	Fould  						family
https://archives.cjh.org/agents/corporate_entities/37839	Foundation for the Advancement of Sephardic Studies and Culture 						Organization
https://archives.cjh.org/agents/corporate_entities/37769	Fourth International 						Organization
https://archives.cjh.org/agents/people/119909	Fowler, Wyche, 1940- 	 1940- 		 1940	 Wyche	Fowler	person
https://archives.cjh.org/agents/people/123866	Fox, Chaim Leib, 1896-1984 	 1896-1984 	1984	 1896	 Chaim Leib	Fox	person
https://archives.cjh.org/agents/people/121522	Fox, Dave, 1920-2011 	 1920-2011 	2011	 1920	 Dave	Fox	person
https://archives.cjh.org/agents/families/13856	Fox  						family
https://archives.cjh.org/agents/corporate_entities/37878	Fox Film Corporation  Dates: Existence: 1915 - 1935						Organization
https://archives.cjh.org/agents/people/119910	Fox, Harold W. 				 Harold W. 	Fox	person
https://archives.cjh.org/agents/people/121519	Fox, Karen L. 				 Karen L. 	Fox	person
https://archives.cjh.org/agents/people/123281	Fox, Louis 				 Louis 	Fox	person
https://archives.cjh.org/agents/people/119539	Fox, Louis J., 1911-1995  Dates: Existence: 1911 - 1995	 1911-1995  Dates: Existence: 1911 - 1995	1995	 1911	 Louis J.	Fox	person
https://archives.cjh.org/agents/people/121520	Fox, Senta, 1921-2008 	 1921-2008 	2008	 1921	 Senta	Fox	person
https://archives.cjh.org/agents/people/120146	Fraenkel, Abraham Adolf, 1891-1965  Dates: Existence: 1891 - 1965	 1891-1965  Dates: Existence: 1891 - 1965	1965	 1891	 Abraham Adolf	Fraenkel	person
https://archives.cjh.org/agents/people/43452	Fraenkel, Alice 				 Alice 	Fraenkel	person
https://archives.cjh.org/agents/people/75817	Fraenkel-Bravman, Judith, 1921- 	 1921- 		 1921	 Judith	Fraenkel-Bravman	person
https://archives.cjh.org/agents/people/96843	Fraenkel, Clara 				 Clara 	Fraenkel	person
https://archives.cjh.org/agents/people/103334	Fraenkel, Emanuel 				 Emanuel 	Fraenkel	person
https://archives.cjh.org/agents/people/103336	Fraenkel, Ernst 				 Ernst 	Fraenkel	person
https://archives.cjh.org/agents/people/24402	Fraenkel, Ernst 				 Ernst 	Fraenkel	person
https://archives.cjh.org/agents/people/120009	Fraenkel, Ernst, 1898-1975  Dates: Existence: 1898 - 1975	 1898-1975  Dates: Existence: 1898 - 1975	1975	 1898	 Ernst	Fraenkel	person
https://archives.cjh.org/agents/people/81306	Fraenkel, Eugen 				 Eugen 	Fraenkel	person
https://archives.cjh.org/agents/families/3098	Fraenkel  						family
https://archives.cjh.org/agents/people/118798	Fraenkel, Fritz Meir, 1906-1976 	 1906-1976 	1976	 1906	 Fritz Meir	Fraenkel	person
https://archives.cjh.org/agents/people/61236	Fraenkel, Jonas 				 Jonas 	Fraenkel	person
https://archives.cjh.org/agents/people/43453	Fraenkel, Josef 				 Josef 	Fraenkel	person
https://archives.cjh.org/agents/people/96844	Fraenkel, Joseph, 1828- 	 1828- 		 1828	 Joseph	Fraenkel	person
https://archives.cjh.org/agents/people/75816	Fraenkel, Manfred 				 Manfred 	Fraenkel	person
https://archives.cjh.org/agents/people/118990	Fraenkel, Marta, 1896-1976 	 1896-1976 	1976	 1896	 Marta	Fraenkel	person
https://archives.cjh.org/agents/people/75815	Fraenkel, Max, 1883-1943 	 1883-1943 	1943	 1883	 Max	Fraenkel	person
https://archives.cjh.org/agents/people/116467	Fraenkel, Meir 				 Meir 	Fraenkel	person
https://archives.cjh.org/agents/people/54088	Fraenkel, Stephen J., 1917-2002 	 1917-2002 	2002	 1917	 Stephen J.	Fraenkel	person
https://archives.cjh.org/agents/people/120145	Fraenkel, Trude, 1894-2001 	 1894-2001 	2001	 1894	 Trude	Fraenkel	person
https://archives.cjh.org/agents/corporate_entities/24373	Fraenkelsche Stiftung 						Organization
https://archives.cjh.org/agents/families/5708	Franc  						family
https://archives.cjh.org/agents/people/38099	Frances, George B. 				 George B. 	Frances	person
https://archives.cjh.org/agents/corporate_entities/38702	Frances L. Loeb Library 						Organization
https://archives.cjh.org/agents/people/118345	Francis, Emperor of Austria, I, 1768-1835  Dates: Existence: 1768 - 1835	 I		 I	 Emperor of Austria	Francis	person
https://archives.cjh.org/agents/people/118346	Francis, Holy Roman Emperor, I, 1708-1765 	 I		 I	 Holy Roman Emperor	Francis	person
https://archives.cjh.org/agents/people/124209	Franciscono, Renate Baron, 1934- 	 1934- 		 1934	 Renate Baron	Franciscono	person
https://archives.cjh.org/agents/people/75794	Franck, Rena R., 1915- 	 1915- 		 1915	 Rena R.	Franck	person
https://archives.cjh.org/agents/people/116466	Fränckel, Jonas, 1773-1846  Dates: Existence: 1773 - 1846	 1773-1846  Dates: Existence: 1773 - 1846	1846	 1773	 Jonas	Fränckel	person
https://archives.cjh.org/agents/people/27181	Franco, Arnold 				 Arnold 	Franco	person
https://archives.cjh.org/agents/people/27182	Franco, Leon Benjamin de Levi, 1902- 	 1902- 		 1902	 Leon Benjamin de Levi	Franco	person
https://archives.cjh.org/agents/people/27183	Franco, Moshe, 1838-1917 	 1838-1917 	1917	 1838	 Moshe	Franco	person
https://archives.cjh.org/agents/people/120940	Franco, Stephanie 				 Stephanie 	Franco	person
https://archives.cjh.org/agents/people/117660	Frank, Abraham 				 Abraham 	Frank	person
https://archives.cjh.org/agents/people/119184	Frank, Adolph, 1834-1916 	 1834-1916 	1916	 1834	 Adolph	Frank	person
https://archives.cjh.org/agents/people/26123	Frank, Albert, 1872-1965 	 1872-1965 	1965	 1872	 Albert	Frank	person
https://archives.cjh.org/agents/corporate_entities/24644	Frank Allaire Co., Inc. 						Organization
https://archives.cjh.org/agents/people/119245	Frank, Barney, 1940- 	 1940- 		 1940	 Barney	Frank	person
https://archives.cjh.org/agents/people/121057	Frank, Betty 				 Betty 	Frank	person
https://archives.cjh.org/agents/people/44528	Frank, Dina Frank, 1856-1911 	 1856-1911 	1911	 1856	 Dina Frank	Frank	person
https://archives.cjh.org/agents/people/51820	Frank, Ernestina, -1942 	 -1942 	1942	 	 Ernestina	Frank	person
https://archives.cjh.org/agents/people/108981	Frank, Ernst L., 1905-1993 	 1905-1993 	1993	 1905	 Ernst L.	Frank	person
https://archives.cjh.org/agents/people/77277	Frank, Ester 				 Ester 	Frank	person
https://archives.cjh.org/agents/people/116101	Frank, Eva, 1923-2010 	 1923-2010 	2010	 1923	 Eva	Frank	person
https://archives.cjh.org/agents/people/120139	Frank, Eve, 1754-1816 	 1754-1816 	1816	 1754	 Eve	Frank	person
https://archives.cjh.org/agents/families/13554	Frank  						family
https://archives.cjh.org/agents/people/121555	Frank, Fritz, 1886-1978  Dates: Existence: 1886-06-22 - 1978-01-06	 1886-1978  Dates: Existence: 1886-06-22 - 1978-01-06	1978	 1886	 Fritz	Frank	person
https://archives.cjh.org/agents/people/122228	Frank, H. 				 H. 	Frank	person
https://archives.cjh.org/agents/people/81791	Frank, Harold Helmut 				 Harold Helmut 	Frank	person
https://archives.cjh.org/agents/people/122464	Frank, Helena 				 Helena 	Frank	person
https://archives.cjh.org/agents/people/123867	Frank, Herman, 1892-1952 	 1892-1952 	1952	 1892	 Herman	Frank	person
https://archives.cjh.org/agents/people/44523	Frank, Hermann, 1849- 	 1849- 		 1849	 Hermann	Frank	person
https://archives.cjh.org/agents/people/51818	Frank, Ilse 				 Ilse 	Frank	person
https://archives.cjh.org/agents/people/121554	Frank-Itin, Raissa 				 Raissa 	Frank-Itin	person
https://archives.cjh.org/agents/people/16733	Frank, Jacob 				 Jacob 	Frank	person
https://archives.cjh.org/agents/people/119246	Frank, Jerome, 1889-1957 	 1889-1957 	1957	 1889	 Jerome	Frank	person
https://archives.cjh.org/agents/people/118065	Frank, Leo, 1884-1915  Dates: Existence: 1884 - 1915	 1884-1915  Dates: Existence: 1884 - 1915	1915	 1884	 Leo	Frank	person
https://archives.cjh.org/agents/people/101728	Frank, Mariane 				 Mariane 	Frank	person
https://archives.cjh.org/agents/people/31670	Frank, Milli 				 Milli 	Frank	person
https://archives.cjh.org/agents/people/116100	Frank, Peter, 1911- 	 1911- 		 1911	 Peter	Frank	person
https://archives.cjh.org/agents/people/31612	Frank, Reinhard 				 Reinhard 	Frank	person
https://archives.cjh.org/agents/people/31613	Frank, Richard 				 Richard 	Frank	person
https://archives.cjh.org/agents/people/45983	Frank, Robert 				 Robert 	Frank	person
https://archives.cjh.org/agents/people/2337	Frank, Rusty E. 				 Rusty E. 	Frank	person
https://archives.cjh.org/agents/people/115932	Frank, Susanna 				 Susanna 	Frank	person
https://archives.cjh.org/agents/people/119943	Frank, Werner L. 				 Werner L. 	Frank	person
https://archives.cjh.org/agents/people/120312	Franke, Hans 				 Hans 	Franke	person
https://archives.cjh.org/agents/corporate_entities/15410	Frankel Brothers (Rochester, N.Y.) 						Organization
https://archives.cjh.org/agents/people/34656	Frankel, Charles 				 Charles 	Frankel	person
https://archives.cjh.org/agents/people/113874	Fränkel, Emmanuel 				 Emmanuel 	Fränkel	person
https://archives.cjh.org/agents/people/81636	Fränkel, Ernestine, 1802-1879 	 1802-1879 	1879	 1802	 Ernestine	Fränkel	person
https://archives.cjh.org/agents/families/13226	Fränkel  						family
