001,008,094,100,110,245,260,264,300,520,545,546,610,650,651,655,SHL,856
"CJH01000000000000000412846","120501i19371970is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 97","1\$aFraenkel, Fritz Meir",,"10$aFritz Meir Fraenkel Collection.$f1937-1970",,,"\\$a2$ffolders","2\$aThe collection contains a manuscript by Fritz Meir Fraenkel titled ""Deutsche Juden im alten Jischuw"" (typescript, 16 pp.) about German-Jewish emigration to Palestine before the founding of the Zionist movement, focusing on ""Kolel Hod"", an organizational and financial institution and a ""Landsmannschaft"" founded by immigrants of German and Dutch origin in Palestine in 1837.;2\$aThe collection, furthermore, includes offprints and clippings of articles by Fraenkel (such as ""Zur Folklore der Berliner Juden from"" (1957), ""Zur Deutung einiger Kontraktionen im Hebraeischen"" (1958), ""Abraham und Aron - zwei Beitraege zur biblischen Namensforschung"" (1962), ""Drei verkannte Fluessigkeitsbenennungen im Hebraeischen"" (1967), ""Deutsch und Hebraeisch miteinander verwandt?"" (1969)), book reviews by Fraenkel, and ten editions of the periodical ""Sprachwart. Monatsblaetter fuer Sprache und Rechtschreibung"" (1962-1969) as well as three editions of the journal ""Archiv fuer das Studium der neueren Sprachen"" (1961-1965) mostly containing articles by Fraenkel on linguistic matters (German and Hebrew language).","\\$aThe linguist Fritz Meir Fraenkel was born in Berlin in 1906. He was a member of the Zionist youth movement ""Blau-Weiss"" and other Zionist organizations and wrote for the weekly ""Juedische Rundschau"" until 1938.;\\$aHe immigrated to Palestine in 1933 and settled in Jerusalem. He worked for ""Keren Hayesod"" and other institutions and continued writing articles for various Hebrew journals and newspapers.;\\$aFraenkel died in Israel in 1976.",,"27$aKolel Hod$2LBI","\0$aHebrew literature.;\0$aGerman language$vDictionaries.;\0$aPhilology.;\0$aHebrew language.;\0$aAliyah.;\0$aJews$zPalestine.;\0$aJews$xHistory.","\0$aPalestine$xEmigration and immigration.;\0$aPalestine$xHistory$y1799-1917.","\7$aArchival materials$2cjh;\7$aManuscripts$2cjh;\7$aClippings$2cjh;\7$aPeriodicals$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://archives.cjh.org/repositories/5/resources/19995"
"000412847","120501s1937\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 98","1\$aFraustaedter, Werner",,"10$aDie nationalen Minderheiten im autoritaeren Staate. /$cvon Dr. Werner Fraustaedter bisher Notar und Rechtsanwalt am Kammergericht.","\\$c1937.",,"\\$a83+4$fpages :$bbound typescript.","2\$aThe collection contains the essay ""Die nationalen Minderheiten im autoritaeren Staate"" (bound typescript, 83+4 pp.) written by lawyer and notary Werner Fraustaedter. In it Fraustaedter writes about the developments of a legal rights system for national minorities in liberal European states (focusing on England and France) and on the status of minorities in countries with an authoritarian state system, rights of minorities in Germany during the Weimar Republic and the loss of their rights under the national socialist regime focusing on the Jewish minority, the complex question of Jews as national minority, and developments regarding minority rights in other European countries and the Soviet Union.;2\$aAlso included is a letter from Fraustaedter to Max Kreutzberger referring to his essay on minority rights from October 7, 1937.","\\$aWerner Fraustaedter was a notary and lawyer. He apparently immigrated to Palestine in the 1930s and settled in Tel Aviv.",,"20$aLeague of Nations.","\0$aHuman rights.;\0$aMinorities.;\0$aJews$xPersecutions.;\0$aLiberalism.;\0$aAuthoritarianism.;\0$aNational socialism$zGermany.;\0$aCivil rights.;\0$aMinorities$xLegal status, laws, etc.","\0$aGermany$xHistory$y1918-1945.;\0$aRussia.","\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttp://digipres.cjh.org:1801/delivery/DeliveryManagerServlet?dps_pid=IE6693104"
"000412848","120501i1953\\\\is\\\\\\\\\\\\\\\\\\eng\d","\\$aLBIJER 99","1\$aCohen, Henry,$d1863-1952.",,"10$aCrisis and reaction.","\\$aCincinnati,$c1953.",,"\\$a33$fpages :$btypescript.","\\$aA sociological and political analysis of about the reaction of American Jewry to the rising rise of Hitler, as reflected in Jewish periodicals. Also It includes notes and a bibliography.","\\$aHenry Cohen was a British-American rabbi, scholar, community activist and writer who served most of his career at Congregation B'nai Israel in Galveston, Texas.",,"20$aB'nai B'rith.","\0$aJews$zAmerica$xHistory.;\0$aNazis$xJewish reactions.",,"\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttp://digipres.cjh.org:1801/delivery/DeliveryManagerServlet?dps_pid=IE6692499"
"CJH01000000000000000412849","120501b\\\\\\\\is\\\\\\\\\\\\\\\\\\eng\d","\\$aLBIJER 100","1\$aBrauer, Lisa",,"04$aThe stone was an opal :.",,,"\\$a67 pages :$btypescript (photocopied).","\\$aThe file contains a manuscript titled ""The Stone was an Opal,"" describing Lisa Brauer's life in Germany until her emigration to Cuba in 1940. The writer focuses on the years following the Nazis' rise to power and its implications for Brauer's family.",,,,"\0$aWomen authors.;\0$aJews$xPersecution$zGermany$y1933-1945.;\0$aJews$xMigrations.","\0$aBerlin (Germany);\0$aCuba$xEmigration and immigration$y1933-1945.","\7$aManuscripts$2cjh;\0$aAutobiographies$2cjh","\\$aLBI Jerusalem Archives",
"000412850","120501s1971\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 101","1\$aBlumenthal, Walter",,"10$aDie Vorgeschichte der ""Kupat Milwe Haoleh"".","\\$c1971.",,"\\$a27+1 pages :$btypescript.","2\$aIn this article Walter Blumenthal describes the history of the bank ""Kupat Milweh Haoleh"" founded by the organization of German-Jewish emigrants to Palestine, the ""Hitachduth Olei Germania"" (HOG) from its inception in 1933 until its takeover by ""Bank Leumi"" in 1966.;2\$aHe writes about the structure of the ""Hitachduth Olei Germania"", about the ""Ha'avara"" agreement (transfer agreement with Nazi Germany) as well as other prerequisites and conditions for the bank's foundation. He describes the socio-economic status and other characteristics of the emigrants from Germany; the founding of the bank in Tel Aviv and later in Haifa and Jerusalem; the first years of the bank and its internal and organizational structure.;2\$aA letter by Blumenthal to the Heinz Gerling (LBI Jerusalem) from 1971 is attached.","\\$aWalter Blumenthal was a lawyer and the head of the northern branches (Haifa area) of the ""Kupat Milwe Haoleh"" [""Kupat Milwe shel Oleh Germania""] starting from its foundation in 1933 until its absorption by ""Bank Leumi"" in 1966.",,"27$aKupat milve ha-'ole$2LBI;20$aHitahdut Olei Germania.","\0$aHaavara.;\0$aBanks and banking.;\0$aLoans.","\0$aPalestine$xEmigration and immigration$y1929-1948.","\7$aManuscripts$2cjh;\7$aCorrespondence$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttp://digipres.cjh.org:1801/delivery/DeliveryManagerServlet?dps_pid=IE6693066"
"CJH01000000000000000412851","120501i19381954is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 103","1\$aBlau, Bruno,$d1881-1954.",,"10$aBruno Blau Collection of Manuscripts.$f1938 - 1954",,,"\\$a2$ffolders","2\$aThe collection contains two manuscripts, demographic and sociological studies with numerous statistics e.g. on birth and death rates, gender, health, education etc. by Bruno Blau, on the Jewish population of the Czech Republic in 1938, and on the Jewish population in Germany between 1800 and 1945.","\\$aBruno Blau, lawyer, journalist and sociologist, was born in Marienwerder (Western Prussia) in 1881. Between 1908 and 1927, he was the editor of the ""Zeitschrift fuer Demographie und Statistik der Juden"". He emigrated from Germany to Prague in 1937, however, in 1942, was arrested by the Gestapo and brought back to Berlin. He survived World War I in the Jewish hospital in Berlin. In 1947, he migrated to the USA, however returned shortly afterwards to Germany. He died in Freiburg in 1954.",,,"\0$aJews$zGermany$xDemographic surveys.;\0$aJews$zCzechoslovakia.",,"\7$aArchival materials$2cjh;\7$aManuscripts$2cjh;\7$aCorrespondence$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://archives.cjh.org/repositories/5/resources/19993"
"CJH01000000000000000412852","120501i19142007is\\\\\\\\\\\\\\\\\\|||\d","\\$aLBIJER 104",,"2\$aLeo Baeck Institute (Jerusalem)","10$aRabbi Leo Baeck Collection$f1914-2007",,,"\\$a19 folders :.","2\$aThe file contains various documents pertaining to Rabbi Leo Baeck, mostly secondary materials, and comprises four series and 19 folders. The materials in the file were collected by the Leo Baeck Institute, and in some cases bear markings and notes by the Institute's staff.","\\$aLeo Baeck was born in Lissa (now Leszno, Poland) on May 24, 1873, studied at the universities of Breslau and Berlin, and at the Juedisch-theologisches Seminar, Breslau and the Hochschule fuer die Wissenschaft des Judentums in Berlin. He received his doctorate in 1895 and his rabbinical ordination in 1897. He served as a rabbi in Oppeln, Duesseldorf, and Berlin, lectured at the Hochschule, and served as a chaplain (Feldrabbiner) in the German Army during World War I, on both the eastern and western fronts. After the Nazis' rise to power he became president of the Reichsvertretung der deutschen Juden, a position he held until 1942. He was deported to Theresienstadt in 1943, where he continued his public activity as a rabbi and a community leader. After the liberation of the camp in 1945 he migrated to London and became chairman of the World Union for Progressive Judaism and first president of the Leo Baeck Institute. He died in London on November 1, 1956.","\\$aAll the materials on the file are in German, unless stated otherwise.","20$aCouncil of Jews from Germany.;20$aTheresienstadt (Concentration camp);20$aLeo Baeck Institute.","\0$aRabbis$zGermany$vBiography.;\0$aJewish leadership.;\0$aWorld War, 1914-1918$xJews$zGermany.;\0$aJews$zGermany$xHistory$y1918-1933.;\0$aHolocaust, Jewish (1939-1945)$zGermany.;\0$aJews, German$zIsrael.","\0$aBerlin (Germany);\0$aTangier (Morocco);\0$aLondon (England);\0$aJerusalem.","\7$aArchival materials$2cjh;\7$aCorrespondence$2cjh;\7$aClippings$2cjh;\7$aPhotographs.","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://archives.cjh.org/repositories/5/resources/20009"
"CJH01000000000000000412853","120501i19212006xx\\\\\\\\\\\\\\\\\\|||\d","\\$aLBIJER 105",,,"10$aMartin Buber Collection.$f1921-2003",,,"\\$a9$ffolders","2\$aThe collection holds materials by and about Martin Buber.;2\$aSeries I contains various manuscripts, in particular typescripts (carbon copies) of lectures Martin Buber gave at the ""Freie Juedische Lehrhaus"" in Frankfurt a. M. between ca. 1934 and 1936.;2\$aAmong the typescripts are:;2\$a""Die Maechtigkeit des Geistes"" (typescript (carbon copy), 19 pp.) given on October, 14, 1934; ""Nachbemerkungen zu der 4. Lehrhausrede ueber die Maechtigkeit des Geistes"" (typescript (carbon copy), 3 pp.) (1934); ""Juedischer und christlicher Messianismus"" (typescript, 2 pp.) (1934); ""Eroeffnung des Fruehjahrstrimesters 1934"" (typescript (carbon copy), 16 pp.); a lecture about ""talks on Judaism"" ""Gespraeche ueber das Judentum"") (typescript (carbon copy), 20 pp.) (1936); ""Arbeitsgemeinschaft ueber ""Das Judentum im Zusammenhang der Weltreligionen'"" (typescript (carbon copy), 8 pp. (incomplete)) (1936); ""Was bedeutet die 'Auserwaehltheit Israels'?"" (typescript (carbon copy), 10 pp.( (undated); untitled text on Jewish history (typescript (carbon copy), 37 pp.).;2\$aThese typescripts werein its majority given to the LBI by Magda Levi in 1971.;2\$aMagda Levi worked at the ""Freies Juedische Lehrhaus"" (probably as a secretary). There are several photocopies of letters from Buber to Levi attached about matters pertaining to the ""Lehrhaus"".;2\$aFurther manuscripts by Buber include two texts he wrote for the ""Mitteilungsblatt"", ""Fuer Kurt Blumenfeld"" (handwritten manuscript, 1 pp.) and ""Ueber ein Zusammentreffen und was daraus folgte"" (handwritten manuscript, 3 pp.).;2\$aSeries I also holds correspondence by Martin Buber, primarily with Hans Tramer about topics such as publications by Buber in the ""Mitteilungsblatt"", anniversaries of Buber (1953, 1958), and the literary estate of Buber.;2\$aOther correspondents include:;2\$aCarlebach, Alexander; Irgun Olei Merkaz Europa; Levin Goldschmidt, Hermann; Moses, Siegfried; Nussbaum Meinhold; Simon, Ernst; The Jewish Review.;2\$aSeries II contains manuscripts about Martin Buber including minutes of LBI meetings pertaining to Buber (1962, 1966) and ""Martin Buber und die Prophetie"" (typescript (photocopy) 23 pp.) by Ernst Simon (conference paper) (1978), and other materials such as a photograph of Martin Buber's grandfather Simon Buber.;2\$aIn addition, series II contains clippings of texts written by Buber himself (1933, 2003), clippings pertaining to anniversaries of Martin Buber, and obituaries for Martin Buber.","\\$aBorn in Vienna on February 2, 1878, Martin Buber studied philosophy and art history at various European universities. He later became active in the Zionist movement, and renowned author, editor, and publisher. Moving to Berlin in 1906, and to Heppenheim near Frankfurt a. M. in 1916, he published highly regarded philosophical and theological works. He was a lecturer at the ""Freie Juedische Lehrhaus"" in Frankfurt a. M., Buber immigrated to Palestine in 1938, where he taught at the Hebrew University in Jerusalem until his death on June 13, 1965.;\\$aHe was a board member of the LBI Jerusalem and published articles in the ""Mitteilungsblatt"", the weekly of the IOME (Irgun Olei Merkaz Europa).","\\$aGerman, Hebrew, English","20$aFreies Jüdisches Lehrhaus (Frankfurt am Main, Germany)","\0$aJudaism.;\0$aJews$xHistory.;\0$aJewish philosophy.;\0$aPublishers and publishing.;\0$aAdult education.;\0$aAnniversaries.",,"\7$aArchival materials$2cjh;\7$aCorrespondence$2cjh;\7$aManuscripts$2cjh;\7$aPhotographs.;\7$aFinding aids$2cjh;\7$aClippings$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://archives.cjh.org/repositories/5/resources/19935"
"000412854","120501s1960\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 106","1\$aFreud, Arthur",,"10$aOesterreichisches Judentum.","\\$c1960.",,"\\$a19$fpages :$btypescript.","2\$aThe collection contains an article by Arthur Freud about Austrian Jewry between ca. 1880 and 1938 with handwritten corrections and changes presumably by Hans Tramer (editor of the ""Bulletin des Leo Baeck Instituts"") including a letter by Tramer to Max Nathan commenting on Freud's article from May 1960.;2\$aThe article was later published under the title ""Um Gemeinde und Organisation. Zur Haltung der Juden in Oesterreich"" in: Bulletin des Leo Baeck Instituts 10 (1960). pp. 80-100.","\\$aArthur Freud was born in 1882. He worked as a teacher in Vienna and was editor of the daily newspaper ""Wiener Morgenzeitung"". He immigrated to Palestine in 1939 and died in Jerusalem in 1973.",,,"\0$aZionism$zAustria.;\0$aJews$zAustria.",,"\7$aArchival materials$2cjh;\7$aManuscripts$2cjh;\0$aCorrespondence$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttp://digipres.cjh.org:1801/delivery/DeliveryManagerServlet?dps_pid=IE9816065"
"CJH01000000000000000412855","120501i19191976is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 108","1\$aFreund, Ismar,$d1876-1956.",,"10$aIsmar Freund Collection$f1919-1976; undated",,,"\\$a3$ffolders","2\$aThe collection contains primarily manuscripts by Ismar Freund (partly published as hectographs by Peter Freund, Jerusalem) pertaining to German-Jewish history in particular in Prussia, and presumably written after Freund's immigration to Palestine in 1939. Some of the texts are based on research in the ""Geheimes Staatsarchiv"" (""Prussian Privy State Archives""). Titles include:;2\$a""Die erstmalige Errichtung einer Verfassung"" (hectographed typescript, 28+1 pp.), ""Das Geheimnis um die Anfaenge der Judenempancipation in Preussen"" (typescript, 22+1 pp.), ""Die 'Hep-Hep'-Bewegung von 1819 in Preussen"" (typescript, 40+1 pp.), ""Israel-Regierung und Jewish Agency"" (hectographed typescript, 34+1 pp.), ""Wetzlar"" (typescript, 7 pp.), and [Diaspora und Israel. Das Problem der doppelten Loyalitaet] (hectographed typescript, 89+7 pp., front page missing).;2\$aThe collection also contains publications of Freund from the 1920s including ""Die Bedeutung der Trennung von Staat und Kirche fuer das Judentum"" (16 pp.) from 1919, ""Entwurf einer Verfassung fuer eine Gesamtorganisation des deutschen Judentums"" (36 pp.) from 1920, and ""Denkschrift nebst Entwurf einer Verfassung fuer eine Landesorganisation der preussischen Synagogengemeinden"" (16 pp.) from 1922. Furthermore, the collection contains clippings about Ismar Freund, an obituary and articles commemoration his 100th birthday.","\\$aIsmar Freund was born in Breslau in 1876. He studied law and economics at the University of Breslau and attended the ""Jewish Theological Seminary of Breslau"". Between 1902 and 1938 he was a board member and legal advisor of the Jewish community of Berlin and co-founder of the ""Preussische Landesverband juedischer Gemeinden"". Since 1905 he taught at the ""Hochschule fuer die Wissenschaft des Judentums"". In November 1938 he was arrested and brought to the concentration camp of Buchenwald, however was released and could immigrate to Palestine in 1939. Freund died in Jerusalem in 1956.",,"20$aJüdische Gemeinde zu Berlin.","\0$aJews$zGermany$xHistory$y19th century.;\0$aObituaries.;\0$aLaw$zPrussia.","\0$aPrussia (Germany)$xHistory$y1815-1870.","\7$aArchival materials$2cjh;\7$aManuscripts$2cjh;\7$aCorrespondence$2cjh;\7$aClippings$2cjh;\7$aFinding aids$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttps://archives.cjh.org/repositories/5/resources/19936"
"000412856","120501i18211918is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 109",,"2\$aLeo Baeck Institute (Jerusalem)","10$a[Drei Reden von E. Gans im Kulturverein]$f1821-1918",,,"\\$a22 + 5 pages :$bTypescript.","\\$aThe file contains three lectures delieverd by Eduard Gans at meetings of the Society for Culture and Science of the Jews (""Verein für Kultur und Wissenschaft der Juden""), concerning integration of Jews into the German society through education and culture (1821-1823). It also includes a preface by S. Rubaschoff (1918).","\\$aGans was born in Berlin, studied law and was student of Hegel. In 1825 he converted to the Protestant Church of Prussia, and was appointed professor at the Berlin University's faculty of law. Before converting, he was a member of the Society for the Culture and Science of the Jews.",,"20$aVerein für Cultur und Wissenschaft der Juden, Berlin (1819-1824)","\0$aJews, German$yNineteenth century.;\0$aJews$xEmancipation.",,"\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttp://digipres.cjh.org:1801/delivery/DeliveryManagerServlet?dps_pid=IE9815848"
"CJH01000000000000000412857","120501b\\\\\\\\is\\\\\\\\\\\\\\\\\\|||\d","\\$aLBIJER 110",,"2\$aLeo Baeck Institute (Jerusalem)","10$aN.M. Gelber Collection.",,,"\\$a1 folder.","2\$aThe file contains four typescripts and one published article by N.M. Gelber on Dr. Nathan Birnbaum's Zionism; Israelitsche Allianz zu Wien; German Jews and the Congress of Berlin in 1878; the Jews of Bibrka. Also contains correspondence with LBI Jerusalem about publishing the articles (1962-1960).","\\$aNathan Gelber, born Lamberg, Galicia, was a Zionist activist and a Historian of East-European Jewry.","\\$aGerman and some Hebrew.",,"\0$aJews, Romanian.;\0$aJews$yNineteenth century$zGermany.;\0$aZionism.","\0$aVienna (Austria);\0$aBibrka (Ukraine)","\7$aManuscripts$2cjh;\7$aCorrespondence$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttp://digipres.cjh.org:1801/delivery/DeliveryManagerServlet?dps_pid=IE9816094"
"000412858","120501k19101960is\\\\\\\\\\\\\\\\\\|||\d","\\$aLBIJER 111","1\$aGoldhammer-Zehavi, Aryeh",,"16$aAryeh Goldhammer- Zehavi Collection$f1910-1960, undated",,,"\\$a1 folder.","\\$aThe file contains manuscripts by Aryeh Zehavi-Goldhammer, each of which appear in a few versions: a manuscript titled ""Two of a Five"" (שניים מחמישה), pertaining to Jewish revolutionary communists in Vienna at 1848 revolution (Hebrew, handwritten and typescript, ca. 1948); a biographical manuscript pertaining to the Viennese Zionist Adolf Bӧhm (Hebrew and German, typescript, 1960); a transcript of Bӧhm's letters, according to the originals in the Central Zionist Archives (German, typescript, 1910-1921). The file also contains a manuscript by Joseph Friedlander titled ""From the Life of Adolf Bӧhm"" (Aus Adolf Bӧhms Leben).",,"\\$aGerman and Hebrew.",,"\0$aJewish communists.;\0$aJewish Revolutionaries;\0$aZionism$zAustria$zVienna.;\0$aZionists$zAustria$vBiography.;\0$aZionists$vCorrespondence.","\0$aAustria$xHistory$yRevolution, 1848-1849.;\0$aVienna (Austria)","\7$aManuscripts$2cjh;\7$aCorrespondence$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttp://digipres.cjh.org:1801/delivery/DeliveryManagerServlet?dps_pid=IE9815887"
"CJH01000000000000000412859","120501k19331872is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 112","1\$aGraetz, Heinrich,$d1817-1891.",,"10$aHeinrich Graetz Diary.",,,"\\$a1 folder + 3 books.","\\$aThe file contains a copy of Heinrich Hirsch Grätz's diary, printed and bounded in three parts (1833-1856), and an accompanying overview by Reuven Michael. The file also contains a transcript of a report by Grätz, Ascher Levy and M. Gottschalk Lewy pertaining to the situation of Jews in Palestine and philanthropic activities (May 1872).",,,,"\0$aJewish historians$zGermany.;\0$aIntellectuals$zGermany.;\0$aJews$zPalestine$xHistory$y19th century.",,"\7$aArchival materials$2cjh;\7$aDiaries$2cjh","\\$aLBI Jerusalem Archives",
"000412860","120501s1959\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 113","1\$aGraupe, Heinz Mosche",,"10$aSalomon Ludwig Steinheim und Immanuel Kant.","\\$aHaifa,$c1959.",,"\\$a37 + 1 pages :$btypescript.","\\$aThe file contains a manuscript by Heinz Graupe, titled ""Steinheim and Kant"" and pertaining to the relation of the religious philosophy of Salomon Ludwig Steinheim to Kant's philosophy. The file contains also a letter from Ernst Simon, regarding publishing of the manuscript in LBI Yearbook.",,,,"\0$aGerman philology.;\0$aJewish philosophers$zGermany.",,"\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttp://digipres.cjh.org:1801/delivery/DeliveryManagerServlet?dps_pid=IE9816379"
"000412861","120501s1966\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 114","1\$aHerrmann, Gert-Julius",,"10$aJuedische Jugend in der Verfolgung: Eine Studie ueber das Schicksal juedischer. Jugendlicher aus Wuerttemberg und Hohenzollern.",,,"\\$a209 pages :$btypescript.","\\$aThe file contains a dissertation by Gert-Julius Hermann, titled ""Jewish Youth Persecution: Study on the Fate of Jewish Youth from Württemberg and Hohenzollern"" and submitted to Tübingen University. The study is concerning social and economic aspects of Jewish youth in this region through the years 1915-1943 and includes statistic data.",,,"20$aUniversität Tübingen.","\0$aJewish youth$zGermany.;\0$aJews$zGermany$zWürttemberg$xEmigration and immigration.;\0$aJews$zGermany$zWürttemberg$xHistory$y1933-1945.;\0$aJews$zGermany$xSocial conditions.;\0$aJews$zGermany$xEconomic conditions.","\0$aWürttemberg (Germany);\0$aHohenzollern (Germany)","\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttp://digipres.cjh.org:1801/delivery/DeliveryManagerServlet?dps_pid=IE9816543"
"000412862","120501s1937\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 115","1\$aHirsch, Louis$d1858 - 1941",,"10$aFamiliengeschichte und Lebenserinnerungen vor Torschluss.","\\$c1937.",,"\\$a149 pages :$ftyepscript (photocopied)","\\$aThe file contains a manuscript titled ""Family History and Life Memories in the Last Minute"" by Louis Hirsch. In addition to relating his life story, Hirsch writes about his great-grandparents and their children, and his wife, Helene Reis, and her parents. Among the subjects addressed in the essay are: the history of the family's wine business up until its liquidation in 1931; primary and secondary education; activities in various associations; presidency of the ""Israelitische Oberkirchenbehoerde"" (Federation of Wuerttemberg Jewish communities).",,,"20$aIsraelitische Oberkirchenbehörde (Württemberg, Germany)‏;20$aCentralverein Deutscher Staatsbürger Jüdischen Glaubens.","\0$aJewish families.;\0$aJewish communities$zGermany$zStuttgart.;\0$aWine and wine making$zGermany.;\0$aGenealogy.","\0$aStuttgart (Germany);\0$aWürttemberg (Germany)","\7$aManuscripts$2cjh;\7$aAutobiographies$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttp://digipres.cjh.org:1801/delivery/DeliveryManagerServlet?dps_pid=IE9817838"
"000412863","120501s1957\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 116","1\$aBaerwald, Lotte",,"10$aDie Befreiung Eretz Israel.",,,"\\$a47 pages :.","\\$aA play by Lotte Baerwald, ""Die Befreiung Erez Israels,"" with handwritten corrections, stamped on the first page: ""Baerwald House,"". The play takes place in Palestine between 1915 and 1919 and tells the story of the NILI Spy Network ניל""י.",,,"20$aNILI (Organization : Palestine)",,,"\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttp://digipres.cjh.org:1801/delivery/DeliveryManagerServlet?dps_pid=IE9815788"
"000412864","120501k19461961is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 117","1\$aSelle, Goetz von$d1893 - 1956",,"10$aJewish professors in Gӧttingen University.",,,"\\$a1 folder.","\\$aThe file contains a manuscript by Prof. Gӧtz von Selle about Jewish professors at Gӧttingen University in the 19th century, and 63 photographs of Gӧttingen Jewish professors, including a list of names. The file also contains a program of the 1949 celebration of Jüwa (Jüdische Wanderausstellung) at Gӧttingen.",,,"20$aUniversität Göttingen.;27$aJüdische Wanderausstellung$2LBI","\0$aJewish Lecturers$xGermany;\0$aJews$xEmancipation$zGermany.","\0$aGöttingen (Germany)","\7$aArchival materials$2cjh;\7$aManuscripts$2cjh;\7$aPhotographs.","\\$aLBI Jerusalem Archives","41$aDigital form$uhttp://digipres.cjh.org:1801/delivery/DeliveryManagerServlet?dps_pid=IE9816765"
"000412865","120501s1942\\\\is\\\\\\\\\\\\\\\\\\ger\d","\\$aLBIJER 118","1\$aJeselsohn, Samuel",,"10$aDas Ende unserer heilige Gemeinde Neckarbischofsheim.","\\$aTel Aviv,$c1942.",,"\\$a15 + 6 :$bhandwriting and typescript.","\\$aThe file contains an essay about the history of the Jewish community of Neckarbischofsheim in the Nazi era, written by Samuel Jeselsohn, who was the community leader (a copy of the hand-written manuscript and a typed transcript). The file also contains a copy of the first page of the community book (Pinkas Ha-Kehila) for 1783.",,,,"\0$aJewish communities$xGerman$xHistory$xSources.","\7$aNeckarbischofsheim (Germany)$2VIAF","\7$aArchival materials$2cjh;\7$aManuscripts$2cjh","\\$aLBI Jerusalem Archives","41$aDigital form$uhttp://digipres.cjh.org:1801/delivery/DeliveryManagerServlet?dps_pid=IE9817789"
